Site ID,Location Description,Speed Limit,Reason Code(s),Latitude,Longitude,Geo Location,Location Assessment
4204,NB Saddleback Rd Btwn 25 - 27 Ave,30,Designated Zone - Playground;,53.45785905,-113.52900704,"(53.457859050694616, -113.52900703637599)",https://drive.google.com/file/d/16VBdBAHX7DjnIfMx-_Y2lawSUYeNTHSr/view?usp=drivesdk
4009,EB 129B Ave btwn 93 - 91 St,30,Designated Zone - Playground;,53.58870516,-113.48342604,"(53.5887051567781, -113.48342603953297)",https://drive.google.com/file/d/1TSicsDWJAabxkB2pJNzaViEC9wq6vjcx/view?usp=drivesdk
4246,EB 51 Ave Btwn 124 - 123 St,30,Designated Zone - Playground;,53.48814710,-113.54492540,"(53.48814709899406, -113.54492539721905)",https://drive.google.com/file/d/1cjD8qBOobhFQ_H6OaItdWbDjtsQ1nGb3/view?usp=drivesdk
4326,NB Cameron Heights Way E of Cameron Heights Dr - N of Chahley Way,30,Designated Zone – Playground;,53.47293491,-113.63705544,"(53.47293491061399, -113.63705543933494)",https://drive.google.com/file/d/1fz_U31DWa384nyY784DrIEPHqo959oJT/view?usp=drivesdk
4215,WB 76 Ave Btwn 154 - 156 St,30,Designated Zone - Playground;,53.50789036,-113.58788156,"(53.50789036430484, -113.58788156205767)",https://drive.google.com/file/d/1_lj4-gRnr3GovucfwAxOQeVtTlOtEZ8Y/view?usp=drivesdk
2738,SB 66 St between Delwood Rd - 132 Ave,50,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.59387267,-113.44306107,"(53.59387266949015, -113.44306106530301)",https://drive.google.com/file/d/1IWBNsNwQo3A5SXxAC22hbZ8hPt5TUvGA/view?usp=drivesdk
4124,SB 184 St btwn 57 Ave - N of 52 Ave,30,Designated Zone - Playground;,53.48997543,-113.64130604,"(53.48997543447076, -113.64130603816149)",https://drive.google.com/file/d/12OYtxO8FxGi1BG4lfy4ELCSjzSoxIt3q/view?usp=drivesdk
4205,SB Saddleback Rd btwn 27-25 Ave,30,Designated Zone - Playground;,53.45785905,-113.52900704,"(53.457859050694616, -113.52900703637599)",https://drive.google.com/file/d/137fbfQTMi1TW0ySTVc0FWw_M8Vpr5TkN/view?usp=drivesdk
4265,SB 59A St Btwn 162-159 Ave,30,Designated Zone - Playground;,53.62128534,-113.43071337,"(53.621285336931784, -113.43071336549252)",https://drive.google.com/file/d/1B8ubDzJ69W9q2o2NGSl-6Lnox98S9new/view?usp=drivesdk
4268,EB 150 Ave Btwn 94 St - W of 89A St,30,Designated Zone - Playground;,53.61093167,-113.48257532,"(53.61093166574104, -113.48257532398917)",https://drive.google.com/file/d/10zOVEfVOE6y_YnUEmHdf3LKl1v58gdel/view?usp=drivesdk
4099,NB 102 St btwn 114 - 116 Ave,30,Designated Zone - Playground;,53.56576816,-113.49555595,"(53.565768162757976, -113.49555595296913)",https://drive.google.com/file/d/1iwCdaDRBXZj3SBlmsJDwaTSMXawaQ_NA/view?usp=drivesdk
2529,EB 118 Ave between 87 - 85 St,50,Higher Frequency of Collisions;,53.57038891,-113.47282618,"(53.570388913927154, -113.47282617535724)",https://drive.google.com/file/d/1EzxQvnUuEsKYR1jRNrOv-4Yaf6qPpQYN/view?usp=drivesdk
4091,WB 144 Ave btwn 88A - E of 92 St,30,Designated Zone - Playground;,53.60583322,-113.47864986,"(53.60583322072564, -113.47864986189744)",https://drive.google.com/file/d/1yA6G2ZUhwjvngPhWcdCGeac9Q9Vn1tk1/view?usp=drivesdk
4249,WB 63 Ave Btwn 124 - 127 St,30,Designated Zone - Playground;,53.50023363,-113.54575183,"(53.50023362740549, -113.54575182904291)",https://drive.google.com/file/d/1Q196_n-7TYbcJanMLyI5qptg_gSL_3zX/view?usp=drivesdk
4004,WB 53 Ave btwn Whitemud Dr - Riverbend Rd,30,Designated Zone - Playground;,53.49043636,-113.57552164,"(53.49043635895759, -113.57552163923538)",https://drive.google.com/file/d/1u64JAfmgrC0O3b6uummNrAKGnkbNGMqI/view?usp=drivesdk
2502,WB 82 Ave between 87 - 89 St,50,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.51802814,-113.46287313,"(53.51802814484393, -113.46287312663189)",https://drive.google.com/file/d/1ICP47I-FFjlXhWdGIsW4W_wM2iG1fSE1/view?usp=drivesdk
4126,WB 161A Ave btwn 74 - 76 St,30,Designated Zone - Playground;,53.62248038,-113.45826123,"(53.622480378849865, -113.45826123429586)",https://drive.google.com/file/d/1zd9geWSnd57p3Zaj60AI2SsocB0bGpJe/view?usp=drivesdk
2795,NB 159 St between Whitemud Dr - 87 Ave,60,Higher Frequency of Speeding;,53.51602604,-113.59670241,"(53.51602604421752, -113.59670241480916)",https://drive.google.com/file/d/12-NFaX8Cku9byFoyN8Jc78ZIcvA9CGHy/view?usp=drivesdk
4039,WB 38 Ave W of 55 St - Grand Meadow Cres,30,Designated Zone - Playground;,53.47312159,-113.42754125,"(53.473121593120354, -113.42754125442447)",https://drive.google.com/file/d/1a3vu35blhO89BEeWDUlyxaFLPQYjyVew/view?usp=drivesdk
4266,EB McQueen Rd - W of 146 - 142 St,30,Designated Zone - Playground;,53.55622253,-113.56883131,"(53.5562225334779, -113.56883131407545)",https://drive.google.com/file/d/1qi8Nco5nI6uC3q5DKOlk5CjixmalMVzR/view?usp=drivesdk
2594,SB 91 St between 63 - 58 Ave,60,Higher Frequency of Collisions;,53.49686322,-113.46736401,"(53.496863222564485, -113.46736400812463)",https://drive.google.com/file/d/19fvM6oFU5rgpeiAYB8FSVxtoHCVBD_u6/view?usp=drivesdk
2731,WB Kingsway Ave btwn Princess Eliz Ave-Airport Rd,60,Higher Frequency of Collisions;,53.56408238,-113.51588890,"(53.56408237835445, -113.51588889741781)",https://drive.google.com/file/d/11bTqxUd5QdHffrzaC3VJYzK6YElRR-fp/view?usp=drivesdk
4261,NB 118 St N of 145 - S of 152 Ave,30,Designated Zone - Playground;,53.61070088,-113.52596980,"(53.61070087655451, -113.52596979817832)",https://drive.google.com/file/d/15wtVNt4hZQ-1AhSd17htyb8NRoS-_ipz/view?usp=drivesdk
4322,EB 40 Ave Btwn 119 - 115 A St,30,Designated Zone - Playground;,53.47627954,-113.53524097,"(53.47627953969195, -113.53524096602916)",https://drive.google.com/file/d/145R8sXWMeWJFfH2A2G9NhZw6f6_to9QL/view?usp=drivesdk
2616,SB 113A St between 132 - 130 Ave,50,Higher Frequency of Speeding;,53.59069563,-113.51654976,"(53.59069562500826, -113.51654976364051)",https://drive.google.com/file/d/1VkceBxoNLPe7bH62rgP_sTfqFmOv9YWs/view?usp=drivesdk
4120,WB 132 Ave E of 69 - 72 St,30,Designated Zone - Playground;,53.59226373,-113.44996868,"(53.59226373446935, -113.44996868461091)",https://drive.google.com/file/d/1YukMexBclTWJJshRmyG508kTIwTsRtnU/view?usp=drivesdk
2617,NB 113A St between 130 - 132 Ave,50,Higher Frequency of Collisions;,53.59069563,-113.51654976,"(53.59069562500826, -113.51654976364051)",https://drive.google.com/file/d/1yQkx2VW2XYvvzIeNB4CeLsryhJbhxe_W/view?usp=drivesdk
4063,WB Blackmud Crk Dr SW btn Baker Close-James Mowatt Tr,30,Designated Zone - Playground;,53.42093105,-113.51443148,"(53.420931050462066, -113.51443148312553)",https://drive.google.com/file/d/1A5QfGEzkOp6Pk6jQcVrPB8-1o8heZn_G/view?usp=drivesdk
4036,SB 143 St btwn 56 - 53 Ave,30,Designated Zone - Playground;,53.49205828,-113.56726206,"(53.49205828317424, -113.56726206422907)",https://drive.google.com/file/d/1XIytd0EA5h0ckLqZyUrn6GRXJFNHljv8/view?usp=drivesdk
4219,SB 91 St Btwn 175 - N of 172 Ave,30,Designated Zone - Playground;,53.63539032,-113.47968113,"(53.63539032361693, -113.47968112520016)",https://drive.google.com/file/d/1pV_j79HE0eMLkrj_l3thYSjaAYo-iztA/view?usp=drivesdk
2720,EB 107 Ave between 113 - 110 St,50,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.55140855,-113.51302475,"(53.55140855277801, -113.51302475123666)",https://drive.google.com/file/d/1pKbnR0Lxf56l6cZH_8EnYxg3nnShjzJJ/view?usp=drivesdk
2739,NB 66 St between 132 - 134 Ave.,50,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.59386213,-113.44285788,"(53.593862133691495, -113.44285787659248)",https://drive.google.com/file/d/1A8ddXYo_ltRQAUxPPfkKY_jY38jZUF1U/view?usp=drivesdk
4022,SB Jackson Rd btwn Jefferson Rd - Jamha Rd,30,Designated Zone - Playground;,53.48438586,-113.40792799,"(53.484385855213816, -113.40792798900439)",https://drive.google.com/file/d/1dA2tzNHospKSFPT9Im9RR0FrOo7StRx_/view?usp=drivesdk
4274,EB Cumberland Rd btwn 139 St - W of 134 St,30,Designated Zone - Playground;,53.60804271,-113.55620592,"(53.608042705193384, -113.55620591626803)",https://drive.google.com/file/d/1TAq0LzLAh3Rq5ifzEUWxXDw4fgvZ4MKl/view?usp=drivesdk
7119,WB Whitemud Dr between 170 - 178 St,80,Higher Frequency of Collisions;,53.51219133,-113.62291977,"(53.512191333616, -113.62291977175931)",https://drive.google.com/file/d/102uqrRBuciArt9CXDgCl89YadhPmKhFZ/view?usp=drivesdk
4071,NB 48 St btwn 28 - 32 Ave,30,Designated Zone - Playground;,53.46135602,-113.41662593,"(53.46135601954016, -113.41662593278193)",https://drive.google.com/file/d/1WhVQU3vcvJg9qL_8FLQxWKyWjVbOMxAR/view?usp=drivesdk
2721,NB 101 St between 107A - 108 Ave,50,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.55228268,-113.49371677,"(53.55228268396267, -113.49371676568481)",https://drive.google.com/file/d/1_g50CSkWb1GiF84pGdlNMjZx62l4kcti/view?usp=drivesdk
4189,SB 91 St S of 88 - 86 Ave,30,Designated Zone - Playground;,53.52255780,-113.46744056,"(53.52255780035001, -113.46744056382475)",https://drive.google.com/file/d/1u1YLMlEqudB3Cd8BEEpK1QTfJIHUTlUu/view?usp=drivesdk
2610,NB 75 St between 92A - 94B Ave,60,Higher Frequency of Collisions;,53.53004509,-113.44289010,"(53.53004508582731, -113.44289009845669)",https://drive.google.com/file/d/17VOxCeiPUoJPGYwJAHMgzOWgszQ1WsLp/view?usp=drivesdk
4115,NB 76 St btwn 38 Ave south of 40 Ave,30,Designated Zone - Playground;,53.47490073,-113.45032620,"(53.474900731544125, -113.45032619523234)",https://drive.google.com/file/d/1eelSIjIxPkrVce5_WM5zt-cF05-vjiss/view?usp=drivesdk
4150,NB 106 St Btwn 31 - 32A Ave,30,Designated Zone - Playground;,53.46432880,-113.50333366,"(53.464328800957354, -113.50333366439477)",https://drive.google.com/file/d/1lBnvhIFlF5Eu6Ew9Xs8a15nS8LMkVgYn/view?usp=drivesdk
7269,SB Scona Rd between 95A - 94 Ave,50,Higher Frequency of Collisions;,53.53207745,-113.48565345,"(53.53207744660417, -113.48565344673995)",https://drive.google.com/file/d/1JE0dBiT43NLXwJyMRQxC2h7N_8HzANze/view?usp=drivesdk
2469,EB 132 Ave between 123 - 121 St,50,Higher Frequency of Speeding;,53.59216642,-113.53195635,"(53.59216641861841, -113.53195634968591)",https://drive.google.com/file/d/14UgLm-RuTbRPJp2pixvuWG2zQ36RTzX7/view?usp=drivesdk
4006,NB Leger Way btwn Leger Road - Lawrence Court,30,Designated Zone - Playground;,53.45946157,-113.57590239,"(53.45946156766056, -113.57590238527693)",https://drive.google.com/file/d/1ZcqrDpL8UWG3-X30ATjR7fmKRfjyamkG/view?usp=drivesdk
2519,NB 109 St between 108 - 110 Ave,50,Higher Frequency of Collisions;,53.55486251,-113.50835037,"(53.55486251095871, -113.50835036735225)",https://drive.google.com/file/d/1gOlN_5Hh1Ju8FAhQtn6vYlgU2QQJAqAZ/view?usp=drivesdk
4239,EB 162 Ave Btwn Hollick Kenyon R - W of 54 St,30,Designated Zone - Playground;,53.62366948,-113.42125933,"(53.623669480690765, -113.42125932905883)",https://drive.google.com/file/d/1uF-nSOW12GMHvtxCNHtQPPFwzldLQ-pb/view?usp=drivesdk
7005,EB Yellowhead Trail @ Anthony Henday Dr,100,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.57357317,-113.66018743,"(53.57357316567779, -113.66018742523505)",https://drive.google.com/file/d/1Pg2tqF2L49CM-LZU04pS_TIxzxfZjLWY/view?usp=drivesdk
7266,NB 113A St between 130 - 132 Ave,50,Higher Frequency of Collisions;,53.59069563,-113.51654976,"(53.59069562500826, -113.51654976364051)",https://drive.google.com/file/d/1HpvLxLYsGzG4iean_sll6_GvOFHYRpZ4/view?usp=drivesdk
4134,SB 142 St Btwn 85 - N of 80 Ave,30,Designated Zone - Playground;,53.51636706,-113.56569690,"(53.516367062405294, -113.56569689529613)",https://drive.google.com/file/d/1P8VcY1BGKOSerj8Fgcld95OPYGJehgWq/view?usp=drivesdk
7267,SB 97 St between 167 - 153 Ave,70,Higher Frequency of Collisions;,53.62153398,-113.49199804,"(53.6215339824654, -113.4919980401899)",https://drive.google.com/file/d/1zhUbswOIhq84OJ_50XYMAF7NTq2ik0yy/view?usp=drivesdk
4313,SB 139 St btwn 116 - 115A Ave,30,Designated Zone - Playground;,53.56730962,-113.56138398,"(53.56730962327217, -113.56138397900244)",https://drive.google.com/file/d/1Ifx8-CnksIJ3_Uk5zAPRwnjUK5zDFEcs/view?usp=drivesdk
2705,SB 97 St between 167 - 153 Ave,70,Higher Frequency of Collisions;,53.62153398,-113.49199804,"(53.6215339824654, -113.4919980401899)",https://drive.google.com/file/d/1QhTeAXUMnPolUXo_sLgjHRntFl2SomW3/view?usp=drivesdk
4041,WB 40 Ave btwn 57 St - E of Granlea Crescent,30,Designated Zone - Playground;,53.47692316,-113.42572435,"(53.47692316022321, -113.42572434540044)",https://drive.google.com/file/d/1O5chMCbCmdAFxvKS-f6mZB4oty6eyYG6/view?usp=drivesdk
4076,EB 104 Ave btwn 161 - 159 St,30,Designated Zone - Playground;,53.54641245,-113.59745088,"(53.546412452900164, -113.59745087875642)",https://drive.google.com/file/d/1SOKHTUVHwwMhn1n0jVGRSq7j4aekx2VA/view?usp=drivesdk
4145,SB Millwoods Rd E Btwn 18 - 17 Ave,30,Designated Zone - Playground;,53.44809650,-113.40455559,"(53.448096501655215, -113.4045555899863)",https://drive.google.com/file/d/1KVodiQgzK9C_DrmsFs5-x694Ffujxft3/view?usp=drivesdk
4052,EB 114 Ave btwn 104 - 102 St,30,Designated Zone - Playground;,53.56423444,-113.49739660,"(53.564234441110784, -113.49739660442035)",https://drive.google.com/file/d/1DfMwWsS7Z-wmCe6K_4LRXHjJK5Z_81ii/view?usp=drivesdk
7216,NB Gateway Blvd at Ellerslie Road SW,90,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.42288224,-113.49284070,"(53.4228822361979, -113.49284070180757)",https://drive.google.com/file/d/1GT-E-RaQ4tkRNV8YSKfHwSTpUqJ2EXoe/view?usp=drivesdk
4288,WB 11A Ave btwn 56 - 60 St,30,Designated Zone - Playground;,53.44046389,-113.42804821,"(53.440463892044015, -113.42804821135914)",https://drive.google.com/file/d/1Enb3Dhb4hlXX5fb7eO7ErofqTN9NJWPi/view?usp=drivesdk
4292,EB 121 Ave btwn 48 St - W of 45 St,30,Designated Zone - Playground;,53.57507733,-113.41338460,"(53.57507732518708, -113.41338460051745)",https://drive.google.com/file/d/1uU8czVx5THK1rWsRIzkJ6OCHW236CdAd/view?usp=drivesdk
4228,EB 130 Ave Btwn 78 - W of 75 St,30,Designated Zone - Playground;,53.58914989,-113.45928359,"(53.58914989396396, -113.45928358589606)",https://drive.google.com/file/d/1ttbaWi9eSSE00vW2I6kD-1QfypiJnABp/view?usp=drivesdk
4186,NB 182 St N of 84 -87 Ave,30,Designated Zone - Playground;,53.51925172,-113.63696966,"(53.51925172258383, -113.63696966466286)",https://drive.google.com/file/d/1zG9MZHbYLj5TOD82qC5ehkVp-qq7xBAb/view?usp=drivesdk
4151,SB 106 St Btwn 32A - 31 Ave,30,Designated Zone - Playground;,53.46432880,-113.50333366,"(53.464328800957354, -113.50333366439477)",https://drive.google.com/file/d/1XBZVyVGeR7ANNEXJDoYCbBDBadvmep1r/view?usp=drivesdk
4325,SB Cameron Heights Way N of Chahley Way - E of Cameron Heights Dr,30,Designated Zone – Playground;,53.47293491,-113.63705544,"(53.47293491061399, -113.63705543933494)",https://drive.google.com/file/d/1zcNaqrjZejv4wAFrwqEXBwEGvsmAPLHe/view?usp=drivesdk
7264,WB Yellowhead Trail at 50 St,80,Higher Frequency of Speeding;,53.58249321,-113.41882007,"(53.582493213668364, -113.41882006876673)",https://drive.google.com/file/d/1eZi8V01af3VpfuB59hF5YZBzyZLZs6_H/view?usp=drivesdk
2792,WB Stony Plain Rd Between 180 - 182 St,60,Higher Frequency of Speeding;,53.54136793,-113.63454323,"(53.54136792868471, -113.63454323286038)",https://drive.google.com/file/d/1IPkdfGDyNkhAy5uK9iJEB5fCgd1hdRTX/view?usp=drivesdk
2726,WB 111 Ave between 113 - 116 St,60,Higher Frequency of Collisions;,53.55894104,-113.51855918,"(53.55894103625015, -113.51855918153274)",https://drive.google.com/file/d/1NgfiBTq8SxrBEqMpL9YdM9B79ImXMW_o/view?usp=drivesdk
7016,WB Whitemud Dr east of 17 Street,80,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.48260872,-113.36274539,"(53.48260872164715, -113.36274538621396)",https://drive.google.com/file/d/140etOg1OVHDQKmf8-pGnA-HUhBHS7fGU/view?usp=drivesdk
2714,NB 97 St between 112 - 114 Ave,50,Higher Frequency of Collisions;,53.56264186,-113.49165881,"(53.562641858601275, -113.49165880834947)",https://drive.google.com/file/d/1_OkjiHmNQQ1-2gOeahwTBS9a6wNPDHrA/view?usp=drivesdk
2620,SB 50 St between Fulton Rd - 101A Ave,50,Higher Frequency of Speeding;,53.54501797,-113.41870308,"(53.545017973296275, -113.41870307647334)",https://drive.google.com/file/d/1hjylyl3fSqi-KtnwL9S2zujMMKpIna4h/view?usp=drivesdk
4168,NB 135 St btwn 116 - Woodcroft Ave,30,Designated Zone - Playground;,53.56747910,-113.55514240,"(53.56747909937096, -113.55514240398143)",https://drive.google.com/file/d/1hc3rS75wP4jY4cQLAvBkZw05HBZM8cye/view?usp=drivesdk
7265,EB 118 Ave between 78 St - Wayne Gretzky Dr,50,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.57030734,-113.45724250,"(53.57030733521943, -113.45724250213854)",https://drive.google.com/file/d/1FijItMkC9SkgUh0hUT-1YLpF1194w5_E/view?usp=drivesdk
4029,NB Riverbend Rd btwn 53 - 56 Ave,30,Designated Zone - Playground;,53.49210899,-113.57825364,"(53.492108993529605, -113.57825364261342)",https://drive.google.com/file/d/1v3ZDJL_o_-6kKZrixA35Npc1Vj9HJJR6/view?usp=drivesdk
4019,NB 80 St N of Knottwood Rd S - Millwoods Rd S,30,Designated Zone - Playground;,53.44550774,-113.45368017,"(53.4455077407455, -113.45368017047534)",https://drive.google.com/file/d/1IjrNtyvt9XaV52nP2K3-dz3FPC8j4kPJ/view?usp=drivesdk
4087,WB 37A Ave btwn 23 St - E of 28 St,30,Designated Zone - Playground;,53.47252750,-113.37907126,"(53.47252749947279, -113.37907125590547)",https://drive.google.com/file/d/1e71HgcH_Xyc0Em-aBBoe2cR363KhzFFa/view?usp=drivesdk
4235,WB 110 Ave Btwn 159-161 St,30,Designated Zone - Playground;,53.55604253,-113.59660720,"(53.55604252674655, -113.59660720214636)",https://drive.google.com/file/d/15wLbXFl15vMNiT0EsQRUPFRgNtVCmMKe/view?usp=drivesdk
4319,EB 64 Ave Btwn 177-172 St,30,Designated Zone - Playground;,53.50026948,-113.62386995,"(53.50026948412953, -113.62386994515339)",https://drive.google.com/file/d/1_iJXGQiLuYaMPXb4-Gi9V59Cj87c6WTn/view?usp=drivesdk
4059,WB 139 Ave btwn 30 - 34 St,30,Designated Zone - Playground;,53.60302413,-113.39091373,"(53.60302412785953, -113.39091373035869)",https://drive.google.com/file/d/1R7lOzVLmeneGyvAJ_AVYaF9FBzW_Xmoq/view?usp=drivesdk
4136,EB Beaumaris Rd Btwn 109 St - W of 161 Ave,30,Designated Zone - Playground;,53.62148223,-113.50805838,"(53.621482228180824, -113.50805838148433)",https://drive.google.com/file/d/15x5rGQ58YBUtEllSlLGKvUgfw81d0inR/view?usp=drivesdk
7263,WB Jasper Ave between 87 - 90 St,50,Higher Frequency of Collisions;,53.55270482,-113.47276308,"(53.552704818807086, -113.472763077174)",https://drive.google.com/file/d/1NOn8fIedKYB9DhJTL3KCSuU45H81ybJ5/view?usp=drivesdk
7106,SB 91 St between 63 - 58 Ave,60,Higher Frequency of Collisions;,53.49686322,-113.46736401,"(53.496863222564485, -113.46736400812463)",https://drive.google.com/file/d/1bLsZg93CfefxQTSA4GrA691DxydqDWZF/view?usp=drivesdk
4000,WB 172 Ave  E of 104 St -  W of 107 St,30,Designated Zone - Playground;,53.63328375,-113.50519936,"(53.63328375409369, -113.50519935959072)",https://drive.google.com/file/d/1sMqwjNmnqMti63HADSLhHpiMQV45uaV8/view?usp=drivesdk
2483,SB 66 St between 149 - 144 Ave,60,Higher Frequency of Collisions;,53.60753279,-113.44293207,"(53.607532787297934, -113.4429320699122)",https://drive.google.com/file/d/1QJePDuHIgv03pfLPVYKnM-M0lfDuVSEw/view?usp=drivesdk
2747,WB 87 Ave between 119 St - Sask Dr,50,Higher Frequency of Speeding;,53.52296101,-113.53828283,"(53.52296101327501, -113.538282829441)",https://drive.google.com/file/d/1zmVNQlyYhi2mzMOrWHrsDs8fs_2-MexI/view?usp=drivesdk
4057,SB 88A St btwn 150 - 144 Ave,30,Designated Zone - Playground;,53.60854424,-113.47671715,"(53.60854424432804, -113.4767171498892)",https://drive.google.com/file/d/16cAP4XxiVL8FgyKoy3FlImnWqUNqkb0J/view?usp=drivesdk
4287,EB 89 Ave btwn 71 - 68A St,30,Designated Zone - Playground;,53.52426331,-113.43455841,"(53.524263308348594, -113.43455840979578)",https://drive.google.com/file/d/1UhyG7s2mf8MJHBf3FzewBxHdI5Knxq2a/view?usp=drivesdk
2640,SB Scona Rd between 95A - 94 Ave,50,Higher Frequency of Speeding;,53.53207745,-113.48565345,"(53.53207744660417, -113.48565344673995)",https://drive.google.com/file/d/1I05Bj1SFmxUYCJQAQBAkC7jtYZKqxm6G/view?usp=drivesdk
4192,WB 40 Ave Btwn 115 A - 119 St,30,Designated Zone - Playground;,53.47639220,-113.53521476,"(53.476392198869945, -113.53521476035824)",https://drive.google.com/file/d/18bUtuCAxaY4reXxxhQN63N-80NaoNRFy/view?usp=drivesdk
4069,NB Mill Woods Rd btwn 28 Ave - S of Lakewood Rd N,30,Designated Zone - Playground;,53.45993511,-113.44814155,"(53.459935105800724, -113.44814155058936)",https://drive.google.com/file/d/1FV9C8WNz16t6HBxYEOQ8DgSZfUjwk0Rl/view?usp=drivesdk
4156,NB Capilano St Btwn 107 Ave - 65 St,30,Designated Zone - Playground;,53.55478230,-113.42478294,"(53.55478230163285, -113.4247829407559)",https://drive.google.com/file/d/1iqxkFX3R_s3IWLwby5IfwyCLZr6K91KF/view?usp=drivesdk
7206,WB Stony Plain Rd between 178 - 182 St,60,Higher Frequency of Speeding;,53.54139990,-113.63192095,"(53.541399898423414, -113.63192094524169)",https://drive.google.com/file/d/1_NHXhVileu10qCKgcn4ZAZXZ1MxMobmN/view?usp=drivesdk
4014,EB 132 Ave btwn 88 - 86 St,30,Designated Zone - Playground;,53.59217056,-113.47441624,"(53.592170557531134, -113.47441623584442)",https://drive.google.com/file/d/1DlJ5tAVfPIYweNLqZtvQTlhDrIJJS4iI/view?usp=drivesdk
7262,WB 82 Ave between 91 - 95A St,50,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.51807393,-113.47154945,"(53.51807393497395, -113.47154944892714)",https://drive.google.com/file/d/1jxwv21mGRcPZH6n_wTrCp2zjMTa26puh/view?usp=drivesdk
4118,SB 96 St N of 68 - 66 Ave,30,Designated Zone - Playground;,53.50388979,-113.47644333,"(53.50388978832921, -113.47644332823747)",https://drive.google.com/file/d/1DLDgFSRWbS-bds8eIEhTvBgehQ9MRraU/view?usp=drivesdk
2504,EB 82 Ave between 98 - 97 St,50,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.51798620,-113.48126114,"(53.517986201885456, -113.48126113559385)",https://drive.google.com/file/d/18jsoU1Bb4fUX0XDCFfrlsnnlFHgh4aAy/view?usp=drivesdk
4034,SB 115 St btwn 48 - 46 Ave,30,Designated Zone - Playground;,53.48478059,-113.52881315,"(53.484780586037935, -113.52881315404674)",https://drive.google.com/file/d/1ek-u3WI0QhIvivLGlKl13SZggV_gn5NH/view?usp=drivesdk
